text,char_count,over_twitter_length,p_num,text_chunked,chunk_tot,chunk_num,text_to_tweet,text_to_tweet_char_count,tweeted_timestamp
"""I need a pencil for that,"" he said.  ""My head is not that clear.  But
I think the great DiMaggio would be proud of me today.  I had no bone
spurs.  But the hands and the back hurt truly.""  I wonder what a bone
spur is, he thought.  Maybe we have them without knowing of it.",274,False,472,"""I need a pencil for that,"" he said. ""My head is not that clear. But I think the great DiMaggio would be proud of me today. I had no bone spurs. But the hands and the back hurt truly."" I wonder what a bone spur is, he",2,1,"""I need a pencil for that,"" he said. ""My head is not that clear. But I think the great DiMaggio would be proud of me today. I had no bone spurs. But the hands and the back hurt truly."" I wonder what a bone spur is, he 1/2 #hemingway",232,
"""I need a pencil for that,"" he said.  ""My head is not that clear.  But
I think the great DiMaggio would be proud of me today.  I had no bone
spurs.  But the hands and the back hurt truly.""  I wonder what a bone
spur is, he thought.  Maybe we have them without knowing of it.",274,False,472,thought. Maybe we have them without knowing of it.,2,2,thought. Maybe we have them without knowing of it. 2/2 #hemingway,65,
"He made the fish fast to bow and stern and to the middle thwart.  He
was so big it was like lashing a much bigger skiff alongside.  He cut a
piece of line and tied the fish's lower jaw against his bill so his
mouth would not open and they would sail as cleanly as possible.  Then
he stepped the mast and, with the stick that was his gaff and with his
boom rigged, the patched sail drew, the boat began to move, and half
lying in the stern he sailed south-west.",460,True,473,He made the fish fast to bow and stern and to the middle thwart. He was so big it was like lashing a much bigger skiff alongside. He cut a piece of line and tied the fish's lower jaw against his bill so his mouth would,3,1,He made the fish fast to bow and stern and to the middle thwart. He was so big it was like lashing a much bigger skiff alongside. He cut a piece of line and tied the fish's lower jaw against his bill so his mouth would 1/3 #hemingway,233,
"He made the fish fast to bow and stern and to the middle thwart.  He
was so big it was like lashing a much bigger skiff alongside.  He cut a
piece of line and tied the fish's lower jaw against his bill so his
mouth would not open and they would sail as cleanly as possible.  Then
he stepped the mast and, with the stick that was his gaff and with his
boom rigged, the patched sail drew, the boat began to move, and half
lying in the stern he sailed south-west.",460,True,473,"not open and they would sail as cleanly as possible. Then he stepped the mast and, with the stick that was his gaff and with his boom rigged, the patched sail drew, the boat began to move, and half lying in the stern",3,2,"not open and they would sail as cleanly as possible. Then he stepped the mast and, with the stick that was his gaff and with his boom rigged, the patched sail drew, the boat began to move, and half lying in the stern 2/3 #hemingway",231,
"He made the fish fast to bow and stern and to the middle thwart.  He
was so big it was like lashing a much bigger skiff alongside.  He cut a
piece of line and tied the fish's lower jaw against his bill so his
mouth would not open and they would sail as cleanly as possible.  Then
he stepped the mast and, with the stick that was his gaff and with his
boom rigged, the patched sail drew, the boat began to move, and half
lying in the stern he sailed south-west.",460,True,473,he sailed south-west.,3,3,he sailed south-west. 3/3 #hemingway,36,
"He did not need a compass to tell him where south-west was.  He only
needed the feel of the trade wind and the drawing of the sail.  I
better put a small line out with a spoon on it and try and get
something to eat and drink for the moisture.  But he could not find a
spoon and his sardines were rotten.  So he hooked a patch of yellow
gulf weed with the gaff as they passed and shook it so that the small
shrimps that were in it fell onto the planking of the skiff.  There
were more than a dozen of them and they jumped and kicked like sand
fleas.  The old man pinched their heads off with his thumb and
forefinger and ate them chewing up the shells and the tails.  They were
very tiny but he knew they were nourishing and they tasted good.",741,True,474,He did not need a compass to tell him where south-west was. He only needed the feel of the trade wind and the drawing of the sail. I better put a small line out with a spoon on it and try and get something to eat and,4,1,He did not need a compass to tell him where south-west was. He only needed the feel of the trade wind and the drawing of the sail. I better put a small line out with a spoon on it and try and get something to eat and 1/4 #hemingway,231,
"He did not need a compass to tell him where south-west was.  He only
needed the feel of the trade wind and the drawing of the sail.  I
better put a small line out with a spoon on it and try and get
something to eat and drink for the moisture.  But he could not find a
spoon and his sardines were rotten.  So he hooked a patch of yellow
gulf weed with the gaff as they passed and shook it so that the small
shrimps that were in it fell onto the planking of the skiff.  There
were more than a dozen of them and they jumped and kicked like sand
fleas.  The old man pinched their heads off with his thumb and
forefinger and ate them chewing up the shells and the tails.  They were
very tiny but he knew they were nourishing and they tasted good.",741,True,474,drink for the moisture. But he could not find a spoon and his sardines were rotten. So he hooked a patch of yellow gulf weed with the gaff as they passed and shook it so that the small shrimps that were in it fell onto,4,2,drink for the moisture. But he could not find a spoon and his sardines were rotten. So he hooked a patch of yellow gulf weed with the gaff as they passed and shook it so that the small shrimps that were in it fell onto 2/4 #hemingway,233,
"He did not need a compass to tell him where south-west was.  He only
needed the feel of the trade wind and the drawing of the sail.  I
better put a small line out with a spoon on it and try and get
something to eat and drink for the moisture.  But he could not find a
spoon and his sardines were rotten.  So he hooked a patch of yellow
gulf weed with the gaff as they passed and shook it so that the small
shrimps that were in it fell onto the planking of the skiff.  There
were more than a dozen of them and they jumped and kicked like sand
fleas.  The old man pinched their heads off with his thumb and
forefinger and ate them chewing up the shells and the tails.  They were
very tiny but he knew they were nourishing and they tasted good.",741,True,474,the planking of the skiff. There were more than a dozen of them and they jumped and kicked like sand fleas. The old man pinched their heads off with his thumb and forefinger and ate them chewing up the shells and the,4,3,the planking of the skiff. There were more than a dozen of them and they jumped and kicked like sand fleas. The old man pinched their heads off with his thumb and forefinger and ate them chewing up the shells and the 3/4 #hemingway,231,
"He did not need a compass to tell him where south-west was.  He only
needed the feel of the trade wind and the drawing of the sail.  I
better put a small line out with a spoon on it and try and get
something to eat and drink for the moisture.  But he could not find a
spoon and his sardines were rotten.  So he hooked a patch of yellow
gulf weed with the gaff as they passed and shook it so that the small
shrimps that were in it fell onto the planking of the skiff.  There
were more than a dozen of them and they jumped and kicked like sand
fleas.  The old man pinched their heads off with his thumb and
forefinger and ate them chewing up the shells and the tails.  They were
very tiny but he knew they were nourishing and they tasted good.",741,True,474,tails. They were very tiny but he knew they were nourishing and they tasted good.,4,4,tails. They were very tiny but he knew they were nourishing and they tasted good. 4/4 #hemingway,96,
"The old man still had two drinks of water in the bottle and he used
half of one after he had eaten the shrimps.  The skiff was sailing well
considering the handicaps and he steered with the tiller under his arm.
He could see the fish and he had only to look at his hands and feel his
back against the stern to know that this had truly happened and was not
a dream.  At one time when he was feeling so badly toward the end, he
had thought perhaps it was a dream.  Then when he had seen the fish
come out of the water and hang motionless in the sky before he fell, he
was sure there was some great strangeness and he could not believe it.
Then he could not see well, although now he saw as well as ever.",701,True,475,The old man still had two drinks of water in the bottle and he used half of one after he had eaten the shrimps. The skiff was sailing well considering the handicaps and he steered with the tiller under his arm. He could,4,1,The old man still had two drinks of water in the bottle and he used half of one after he had eaten the shrimps. The skiff was sailing well considering the handicaps and he steered with the tiller under his arm. He could 1/4 #hemingway,234,
"The old man still had two drinks of water in the bottle and he used
half of one after he had eaten the shrimps.  The skiff was sailing well
considering the handicaps and he steered with the tiller under his arm.
He could see the fish and he had only to look at his hands and feel his
back against the stern to know that this had truly happened and was not
a dream.  At one time when he was feeling so badly toward the end, he
had thought perhaps it was a dream.  Then when he had seen the fish
come out of the water and hang motionless in the sky before he fell, he
was sure there was some great strangeness and he could not believe it.
Then he could not see well, although now he saw as well as ever.",701,True,475,"see the fish and he had only to look at his hands and feel his back against the stern to know that this had truly happened and was not a dream. At one time when he was feeling so badly toward the end, he had thought",4,2,"see the fish and he had only to look at his hands and feel his back against the stern to know that this had truly happened and was not a dream. At one time when he was feeling so badly toward the end, he had thought 2/4 #hemingway",230,
"The old man still had two drinks of water in the bottle and he used
half of one after he had eaten the shrimps.  The skiff was sailing well
considering the handicaps and he steered with the tiller under his arm.
He could see the fish and he had only to look at his hands and feel his
back against the stern to know that this had truly happened and was not
a dream.  At one time when he was feeling so badly toward the end, he
had thought perhaps it was a dream.  Then when he had seen the fish
come out of the water and hang motionless in the sky before he fell, he
was sure there was some great strangeness and he could not believe it.
Then he could not see well, although now he saw as well as ever.",701,True,475,"perhaps it was a dream. Then when he had seen the fish come out of the water and hang motionless in the sky before he fell, he was sure there was some great strangeness and he could not believe it. Then he could not",4,3,"perhaps it was a dream. Then when he had seen the fish come out of the water and hang motionless in the sky before he fell, he was sure there was some great strangeness and he could not believe it. Then he could not 3/4 #hemingway",230,
"The old man still had two drinks of water in the bottle and he used
half of one after he had eaten the shrimps.  The skiff was sailing well
considering the handicaps and he steered with the tiller under his arm.
He could see the fish and he had only to look at his hands and feel his
back against the stern to know that this had truly happened and was not
a dream.  At one time when he was feeling so badly toward the end, he
had thought perhaps it was a dream.  Then when he had seen the fish
come out of the water and hang motionless in the sky before he fell, he
was sure there was some great strangeness and he could not believe it.
Then he could not see well, although now he saw as well as ever.",701,True,475,"see well, although now he saw as well as ever.",4,4,"see well, although now he saw as well as ever. 4/4 #hemingway",61,
"Now he knew there was the fish and his hands and back were no dream.
The hands cure quickly, he thought.  I bled them clean and the salt
water will heal them.  The dark water of the true gulf is the greatest
healer that there is.  All I must do is keep the head clear.  The hands
have done their work and we sail well.  With his mouth shut and his
tail straight up and down we sail like brothers.  Then his head started
to become a little unclear and he thought, is he bringing me in or am I
bringing him in?  If I were towing him behind there would be no
question.  Nor if the fish were in the skiff, with all dignity gone,
there would be no question either.  But they were sailing together
lashed side by side and the old man thought, let him bring me in if it
pleases him.  I am only better than him through trickery and he meant
me no harm.",844,True,476,"Now he knew there was the fish and his hands and back were no dream. The hands cure quickly, he thought. I bled them clean and the salt water will heal them. The dark water of the true gulf is the greatest healer that",4,1,"Now he knew there was the fish and his hands and back were no dream. The hands cure quickly, he thought. I bled them clean and the salt water will heal them. The dark water of the true gulf is the greatest healer that 1/4 #hemingway",232,
"Now he knew there was the fish and his hands and back were no dream.
The hands cure quickly, he thought.  I bled them clean and the salt
water will heal them.  The dark water of the true gulf is the greatest
healer that there is.  All I must do is keep the head clear.  The hands
have done their work and we sail well.  With his mouth shut and his
tail straight up and down we sail like brothers.  Then his head started
to become a little unclear and he thought, is he bringing me in or am I
bringing him in?  If I were towing him behind there would be no
question.  Nor if the fish were in the skiff, with all dignity gone,
there would be no question either.  But they were sailing together
lashed side by side and the old man thought, let him bring me in if it
pleases him.  I am only better than him through trickery and he meant
me no harm.",844,True,476,there is. All I must do is keep the head clear. The hands have done their work and we sail well. With his mouth shut and his tail straight up and down we sail like brothers. Then his head started to become a little unclear,4,2,there is. All I must do is keep the head clear. The hands have done their work and we sail well. With his mouth shut and his tail straight up and down we sail like brothers. Then his head started to become a little unclear 2/4 #hemingway,237,
"Now he knew there was the fish and his hands and back were no dream.
The hands cure quickly, he thought.  I bled them clean and the salt
water will heal them.  The dark water of the true gulf is the greatest
healer that there is.  All I must do is keep the head clear.  The hands
have done their work and we sail well.  With his mouth shut and his
tail straight up and down we sail like brothers.  Then his head started
to become a little unclear and he thought, is he bringing me in or am I
bringing him in?  If I were towing him behind there would be no
question.  Nor if the fish were in the skiff, with all dignity gone,
there would be no question either.  But they were sailing together
lashed side by side and the old man thought, let him bring me in if it
pleases him.  I am only better than him through trickery and he meant
me no harm.",844,True,476,"and he thought, is he bringing me in or am I bringing him in? If I were towing him behind there would be no question. Nor if the fish were in the skiff, with all dignity gone, there would be no question either. But they",4,3,"and he thought, is he bringing me in or am I bringing him in? If I were towing him behind there would be no question. Nor if the fish were in the skiff, with all dignity gone, there would be no question either. But they 3/4 #hemingway",234,
"Now he knew there was the fish and his hands and back were no dream.
The hands cure quickly, he thought.  I bled them clean and the salt
water will heal them.  The dark water of the true gulf is the greatest
healer that there is.  All I must do is keep the head clear.  The hands
have done their work and we sail well.  With his mouth shut and his
tail straight up and down we sail like brothers.  Then his head started
to become a little unclear and he thought, is he bringing me in or am I
bringing him in?  If I were towing him behind there would be no
question.  Nor if the fish were in the skiff, with all dignity gone,
there would be no question either.  But they were sailing together
lashed side by side and the old man thought, let him bring me in if it
pleases him.  I am only better than him through trickery and he meant
me no harm.",844,True,476,"were sailing together lashed side by side and the old man thought, let him bring me in if it pleases him. I am only better than him through trickery and he meant me no harm.",4,4,"were sailing together lashed side by side and the old man thought, let him bring me in if it pleases him. I am only better than him through trickery and he meant me no harm. 4/4 #hemingway",188,
"They sailed well and the old man soaked his hands in the salt water and
tried to keep his head clear.  There were high cumulus clouds and
enough cirrus above them so that the old man knew the breeze would last
all night.  The old man looked at the fish constantly to make sure it
was true.  It was an hour before the first shark hit him.",337,True,477,They sailed well and the old man soaked his hands in the salt water and tried to keep his head clear. There were high cumulus clouds and enough cirrus above them so that the old man knew the breeze would last all night.,2,1,They sailed well and the old man soaked his hands in the salt water and tried to keep his head clear. There were high cumulus clouds and enough cirrus above them so that the old man knew the breeze would last all night. 1/2 #hemingway,234,
"They sailed well and the old man soaked his hands in the salt water and
tried to keep his head clear.  There were high cumulus clouds and
enough cirrus above them so that the old man knew the breeze would last
all night.  The old man looked at the fish constantly to make sure it
was true.  It was an hour before the first shark hit him.",337,True,477,The old man looked at the fish constantly to make sure it was true. It was an hour before the first shark hit him.,2,2,The old man looked at the fish constantly to make sure it was true. It was an hour before the first shark hit him. 2/2 #hemingway,129,
"The shark was not an accident.  He had come up from deep down in the
water as the dark cloud of blood had settled and dispersed in the mile
deep sea.  He had come up so fast and absolutely without caution that
he broke the surface of the blue water and was in the sun.  Then he
fell back into the sea and picked up the scent and started swimming on
the course the skiff and the fish had taken.",393,True,478,The shark was not an accident. He had come up from deep down in the water as the dark cloud of blood had settled and dispersed in the mile deep sea. He had come up so fast and absolutely without caution that he broke,2,1,The shark was not an accident. He had come up from deep down in the water as the dark cloud of blood had settled and dispersed in the mile deep sea. He had come up so fast and absolutely without caution that he broke 1/2 #hemingway,231,
"The shark was not an accident.  He had come up from deep down in the
water as the dark cloud of blood had settled and dispersed in the mile
deep sea.  He had come up so fast and absolutely without caution that
he broke the surface of the blue water and was in the sun.  Then he
fell back into the sea and picked up the scent and started swimming on
the course the skiff and the fish had taken.",393,True,478,the surface of the blue water and was in the sun. Then he fell back into the sea and picked up the scent and started swimming on the course the skiff and the fish had taken.,2,2,the surface of the blue water and was in the sun. Then he fell back into the sea and picked up the scent and started swimming on the course the skiff and the fish had taken. 2/2 #hemingway,188,
"Sometimes he lost the scent.  But he would pick it up again, or have
just a trace of it, and he swam fast and hard on the course.  He was a
very big Mako shark built to swim as fast as the fastest fish in the
sea and everything about him was beautiful except his jaws.",268,False,479,"Sometimes he lost the scent. But he would pick it up again, or have just a trace of it, and he swam fast and hard on the course. He was a very big Mako shark built to swim as fast as the fastest fish in the sea and everything",2,1,"Sometimes he lost the scent. But he would pick it up again, or have just a trace of it, and he swam fast and hard on the course. He was a very big Mako shark built to swim as fast as the fastest fish in the sea and everything 1/2 #hemingway",240,
"Sometimes he lost the scent.  But he would pick it up again, or have
just a trace of it, and he swam fast and hard on the course.  He was a
very big Mako shark built to swim as fast as the fastest fish in the
sea and everything about him was beautiful except his jaws.",268,False,479,about him was beautiful except his jaws.,2,2,about him was beautiful except his jaws. 2/2 #hemingway,55,
"His back was as blue as a sword fish's and his belly was silver and his
hide was smooth and handsome.  He was built as a sword fish except for
his huge jaws which were tight shut now as he swam fast, just under the
surface with his high dorsal fin knifing through the water without
wavering.  Inside the closed double lip of his jaws all of his eight
rows of teeth were slanted inwards.  They were not the ordinary
pyramid-shaped teeth of most sharks.  They were shaped like a man's
fingers when they are crisped like claws.  They were nearly as long as
the fingers of the old man and they had razor-sharp cutting edges on
both sides.  This was a fish built to feed on all the fishes in the
sea, that were so fast and strong and well armed that they had no other
enemy.  Now he speeded up as he smelled the fresher scent and his blue
dorsal fin cut the water.",859,True,480,"His back was as blue as a sword fish's and his belly was silver and his hide was smooth and handsome. He was built as a sword fish except for his huge jaws which were tight shut now as he swam fast, just under the surface",4,1,"His back was as blue as a sword fish's and his belly was silver and his hide was smooth and handsome. He was built as a sword fish except for his huge jaws which were tight shut now as he swam fast, just under the surface 1/4 #hemingway",236,
"His back was as blue as a sword fish's and his belly was silver and his
hide was smooth and handsome.  He was built as a sword fish except for
his huge jaws which were tight shut now as he swam fast, just under the
surface with his high dorsal fin knifing through the water without
wavering.  Inside the closed double lip of his jaws all of his eight
rows of teeth were slanted inwards.  They were not the ordinary
pyramid-shaped teeth of most sharks.  They were shaped like a man's
fingers when they are crisped like claws.  They were nearly as long as
the fingers of the old man and they had razor-sharp cutting edges on
both sides.  This was a fish built to feed on all the fishes in the
sea, that were so fast and strong and well armed that they had no other
enemy.  Now he speeded up as he smelled the fresher scent and his blue
dorsal fin cut the water.",859,True,480,with his high dorsal fin knifing through the water without wavering. Inside the closed double lip of his jaws all of his eight rows of teeth were slanted inwards. They were not the ordinary pyramid-shaped teeth of most,4,2,with his high dorsal fin knifing through the water without wavering. Inside the closed double lip of his jaws all of his eight rows of teeth were slanted inwards. They were not the ordinary pyramid-shaped teeth of most 2/4 #hemingway,233,
"His back was as blue as a sword fish's and his belly was silver and his
hide was smooth and handsome.  He was built as a sword fish except for
his huge jaws which were tight shut now as he swam fast, just under the
surface with his high dorsal fin knifing through the water without
wavering.  Inside the closed double lip of his jaws all of his eight
rows of teeth were slanted inwards.  They were not the ordinary
pyramid-shaped teeth of most sharks.  They were shaped like a man's
fingers when they are crisped like claws.  They were nearly as long as
the fingers of the old man and they had razor-sharp cutting edges on
both sides.  This was a fish built to feed on all the fishes in the
sea, that were so fast and strong and well armed that they had no other
enemy.  Now he speeded up as he smelled the fresher scent and his blue
dorsal fin cut the water.",859,True,480,sharks. They were shaped like a man's fingers when they are crisped like claws. They were nearly as long as the fingers of the old man and they had razor-sharp cutting edges on both sides. This was a fish built to feed,4,3,sharks. They were shaped like a man's fingers when they are crisped like claws. They were nearly as long as the fingers of the old man and they had razor-sharp cutting edges on both sides. This was a fish built to feed 3/4 #hemingway,233,
"His back was as blue as a sword fish's and his belly was silver and his
hide was smooth and handsome.  He was built as a sword fish except for
his huge jaws which were tight shut now as he swam fast, just under the
surface with his high dorsal fin knifing through the water without
wavering.  Inside the closed double lip of his jaws all of his eight
rows of teeth were slanted inwards.  They were not the ordinary
pyramid-shaped teeth of most sharks.  They were shaped like a man's
fingers when they are crisped like claws.  They were nearly as long as
the fingers of the old man and they had razor-sharp cutting edges on
both sides.  This was a fish built to feed on all the fishes in the
sea, that were so fast and strong and well armed that they had no other
enemy.  Now he speeded up as he smelled the fresher scent and his blue
dorsal fin cut the water.",859,True,480,"on all the fishes in the sea, that were so fast and strong and well armed that they had no other enemy. Now he speeded up as he smelled the fresher scent and his blue dorsal fin cut the water.",4,4,"on all the fishes in the sea, that were so fast and strong and well armed that they had no other enemy. Now he speeded up as he smelled the fresher scent and his blue dorsal fin cut the water. 4/4 #hemingway",207,
"When the old man saw him coming he knew that this was a shark that had
no fear at all and would do exactly what he wished.  He prepared the
harpoon and made the rope fast while he watched the shark come on.  The
rope was short as it lacked what he had cut away to lash the fish.",278,False,481,When the old man saw him coming he knew that this was a shark that had no fear at all and would do exactly what he wished. He prepared the harpoon and made the rope fast while he watched the shark come on. The rope was,2,1,When the old man saw him coming he knew that this was a shark that had no fear at all and would do exactly what he wished. He prepared the harpoon and made the rope fast while he watched the shark come on. The rope was 1/2 #hemingway,233,
"When the old man saw him coming he knew that this was a shark that had
no fear at all and would do exactly what he wished.  He prepared the
harpoon and made the rope fast while he watched the shark come on.  The
rope was short as it lacked what he had cut away to lash the fish.",278,False,481,short as it lacked what he had cut away to lash the fish.,2,2,short as it lacked what he had cut away to lash the fish. 2/2 #hemingway,72,
"The old man's head was clear and good now and he was full of resolution
but he had little hope.  It was too good to last, he thought.  He took
one look at the great fish as he watched the shark close in.  It might
as well have been a dream, he thought.  I cannot keep him from hitting
me but maybe I can get him.  Dentuso, he thought.  Bad luck to your
mother.",360,True,482,"The old man's head was clear and good now and he was full of resolution but he had little hope. It was too good to last, he thought. He took one look at the great fish as he watched the shark close in. It might as well",2,1,"The old man's head was clear and good now and he was full of resolution but he had little hope. It was too good to last, he thought. He took one look at the great fish as he watched the shark close in. It might as well 1/2 #hemingway",233,
"The old man's head was clear and good now and he was full of resolution
but he had little hope.  It was too good to last, he thought.  He took
one look at the great fish as he watched the shark close in.  It might
as well have been a dream, he thought.  I cannot keep him from hitting
me but maybe I can get him.  Dentuso, he thought.  Bad luck to your
mother.",360,True,482,"have been a dream, he thought. I cannot keep him from hitting me but maybe I can get him. Dentuso, he thought. Bad luck to your mother.",2,2,"have been a dream, he thought. I cannot keep him from hitting me but maybe I can get him. Dentuso, he thought. Bad luck to your mother. 2/2 #hemingway",150,
"The shark closed fast astern and when he hit the fish the old man saw
his mouth open and his strange eyes and the clicking chop of the teeth
as he drove forward in the meat just above the tail.  The shark's head
was out of water and his back was coming out and the old man could hear
the noise of skin and flesh ripping on the big fish when he rammed the
harpoon down onto the shark's head at a spot where the line between his
eyes intersected with the line that ran straight back from his nose.
There were no such lines.  There was only the heavy sharp blue head and
the big eyes and the clicking, thrusting all-swallowing jaws.  But that
was the location of the brain and the old man hit it.  He hit it with
his blood mushed hands driving a good harpoon with all his strength.
He hit it without hope but with resolution and complete malignancy.",846,True,483,The shark closed fast astern and when he hit the fish the old man saw his mouth open and his strange eyes and the clicking chop of the teeth as he drove forward in the meat just above the tail. The shark's head was out,4,1,The shark closed fast astern and when he hit the fish the old man saw his mouth open and his strange eyes and the clicking chop of the teeth as he drove forward in the meat just above the tail. The shark's head was out 1/4 #hemingway,233,
"The shark closed fast astern and when he hit the fish the old man saw
his mouth open and his strange eyes and the clicking chop of the teeth
as he drove forward in the meat just above the tail.  The shark's head
was out of water and his back was coming out and the old man could hear
the noise of skin and flesh ripping on the big fish when he rammed the
harpoon down onto the shark's head at a spot where the line between his
eyes intersected with the line that ran straight back from his nose.
There were no such lines.  There was only the heavy sharp blue head and
the big eyes and the clicking, thrusting all-swallowing jaws.  But that
was the location of the brain and the old man hit it.  He hit it with
his blood mushed hands driving a good harpoon with all his strength.
He hit it without hope but with resolution and complete malignancy.",846,True,483,of water and his back was coming out and the old man could hear the noise of skin and flesh ripping on the big fish when he rammed the harpoon down onto the shark's head at a spot where the line between his eyes intersected,4,2,of water and his back was coming out and the old man could hear the noise of skin and flesh ripping on the big fish when he rammed the harpoon down onto the shark's head at a spot where the line between his eyes intersected 2/4 #hemingway,238,
"The shark closed fast astern and when he hit the fish the old man saw
his mouth open and his strange eyes and the clicking chop of the teeth
as he drove forward in the meat just above the tail.  The shark's head
was out of water and his back was coming out and the old man could hear
the noise of skin and flesh ripping on the big fish when he rammed the
harpoon down onto the shark's head at a spot where the line between his
eyes intersected with the line that ran straight back from his nose.
There were no such lines.  There was only the heavy sharp blue head and
the big eyes and the clicking, thrusting all-swallowing jaws.  But that
was the location of the brain and the old man hit it.  He hit it with
his blood mushed hands driving a good harpoon with all his strength.
He hit it without hope but with resolution and complete malignancy.",846,True,483,"with the line that ran straight back from his nose. There were no such lines. There was only the heavy sharp blue head and the big eyes and the clicking, thrusting all-swallowing jaws. But that was the location of the",4,3,"with the line that ran straight back from his nose. There were no such lines. There was only the heavy sharp blue head and the big eyes and the clicking, thrusting all-swallowing jaws. But that was the location of the 3/4 #hemingway",232,
"The shark closed fast astern and when he hit the fish the old man saw
his mouth open and his strange eyes and the clicking chop of the teeth
as he drove forward in the meat just above the tail.  The shark's head
was out of water and his back was coming out and the old man could hear
the noise of skin and flesh ripping on the big fish when he rammed the
harpoon down onto the shark's head at a spot where the line between his
eyes intersected with the line that ran straight back from his nose.
There were no such lines.  There was only the heavy sharp blue head and
the big eyes and the clicking, thrusting all-swallowing jaws.  But that
was the location of the brain and the old man hit it.  He hit it with
his blood mushed hands driving a good harpoon with all his strength.
He hit it without hope but with resolution and complete malignancy.",846,True,483,brain and the old man hit it. He hit it with his blood mushed hands driving a good harpoon with all his strength. He hit it without hope but with resolution and complete malignancy.,4,4,brain and the old man hit it. He hit it with his blood mushed hands driving a good harpoon with all his strength. He hit it without hope but with resolution and complete malignancy. 4/4 #hemingway,196,
"The shark swung over and the old man saw his eye was not alive and then
he swung over once again, wrapping himself in two loops of the rope.
The old man knew that he was dead but the shark would not accept it.
Then, on his back, with his tail lashing and his jaws clicking, the
shark plowed over the water as a speed-boat does.  The water was white
where his tail beat it and three-quarters of his body was clear above
the water when the rope came taut, shivered, and then snapped.  The
shark lay quietly for a little while on the surface and the old man
watched him.  Then he went down very slowly.",599,True,484,"The shark swung over and the old man saw his eye was not alive and then he swung over once again, wrapping himself in two loops of the rope. The old man knew that he was dead but the shark would not accept it. Then,",3,1,"The shark swung over and the old man saw his eye was not alive and then he swung over once again, wrapping himself in two loops of the rope. The old man knew that he was dead but the shark would not accept it. Then, 1/3 #hemingway",230,
"The shark swung over and the old man saw his eye was not alive and then
he swung over once again, wrapping himself in two loops of the rope.
The old man knew that he was dead but the shark would not accept it.
Then, on his back, with his tail lashing and his jaws clicking, the
shark plowed over the water as a speed-boat does.  The water was white
where his tail beat it and three-quarters of his body was clear above
the water when the rope came taut, shivered, and then snapped.  The
shark lay quietly for a little while on the surface and the old man
watched him.  Then he went down very slowly.",599,True,484,"on his back, with his tail lashing and his jaws clicking, the shark plowed over the water as a speed-boat does. The water was white where his tail beat it and three-quarters of his body was clear above the water when",3,2,"on his back, with his tail lashing and his jaws clicking, the shark plowed over the water as a speed-boat does. The water was white where his tail beat it and three-quarters of his body was clear above the water when 2/3 #hemingway",231,
"The shark swung over and the old man saw his eye was not alive and then
he swung over once again, wrapping himself in two loops of the rope.
The old man knew that he was dead but the shark would not accept it.
Then, on his back, with his tail lashing and his jaws clicking, the
shark plowed over the water as a speed-boat does.  The water was white
where his tail beat it and three-quarters of his body was clear above
the water when the rope came taut, shivered, and then snapped.  The
shark lay quietly for a little while on the surface and the old man
watched him.  Then he went down very slowly.",599,True,484,"the rope came taut, shivered, and then snapped. The shark lay quietly for a little while on the surface and the old man watched him. Then he went down very slowly.",3,3,"the rope came taut, shivered, and then snapped. The shark lay quietly for a little while on the surface and the old man watched him. Then he went down very slowly. 3/3 #hemingway",178,
"""He took about forty pounds,"" the old man said aloud.  He took my
harpoon too and all the rope, he thought, and now my fish bleeds again
and there will be others.",162,False,485,"""He took about forty pounds,"" the old man said aloud.  He took my
harpoon too and all the rope, he thought, and now my fish bleeds again
and there will be others.",1,1,"""He took about forty pounds,"" the old man said aloud.  He took my
harpoon too and all the rope, he thought, and now my fish bleeds again
and there will be others. 

#hemingway",175,
"He did not like to look at the fish anymore since he had been
mutilated.  When the fish had been hit it was as though he himself were
hit.",138,False,486,"He did not like to look at the fish anymore since he had been
mutilated.  When the fish had been hit it was as though he himself were
hit.",1,1,"He did not like to look at the fish anymore since he had been
mutilated.  When the fish had been hit it was as though he himself were
hit. 

#hemingway",151,
"But I killed the shark that hit my fish, he thought.  And he was the
biggest dentuso that I have ever seen.  And God knows that I have
seen big ones.",149,False,487,"But I killed the shark that hit my fish, he thought.  And he was the
biggest dentuso that I have ever seen.  And God knows that I have
seen big ones.",1,1,"But I killed the shark that hit my fish, he thought.  And he was the
biggest dentuso that I have ever seen.  And God knows that I have
seen big ones. 

#hemingway",162,
"It was too good to last, he thought.  I wish it had been a dream now
and that I had never hooked the fish and was alone in bed on the
newspapers.",145,False,488,"It was too good to last, he thought.  I wish it had been a dream now
and that I had never hooked the fish and was alone in bed on the
newspapers.",1,1,"It was too good to last, he thought.  I wish it had been a dream now
and that I had never hooked the fish and was alone in bed on the
newspapers. 

#hemingway",158,
